Category,Subcategory,Difficulty,Question,Answer,Image
Misc,General,Hard,In ancient eygpt the ploughs were first pulled by what?,People,
Misc,General,Hard,A young Spanish lady is called a what?,Senorita,
Misc,General,Hard,What's the smallest paper size?,A5#A4#A3#A1,
Misc,General,Hard,"What word can go before - Jumping, Off and Down?",Show,
Misc,General,Hard,What anagram of 'english' is at home on the beach?,Shingle,
Misc,General,Medium,What part of the body is also the name of a punctuation mark?,Colon,
Misc,General,Medium,"What word can go before - Quartet, bean, and vest?",String,
Misc,General,Medium,"Phrases - ""Have your guts for -------""?",garters,
Misc,General,Medium,"Phrases - ""It's better to light a ------ than curse the darkness""?",candle,
Misc,General,Medium,"Phrases - ""It came like a bolt from the ----""?",blue,
Misc,General,Medium,"Phrases - ""It's better to ---- than to receive""?",give,
Misc,General,Medium,"Phrases - ""Keep your ---- to the grindstone""?",nose,
Misc,General,Medium,"Phrases - ""A knight in shining ------""?",armour,
Misc,General,Medium,"Phrases - ""The whole --- and caboodle""?",kit,
Misc,General,Medium,"Phrases - ""Keep a stiff upper ---""?",lip,
Misc,General,Medium,"Phrases - ""Man does not live by ----- alone""?",bread,
Misc,General,Medium,"Phrases - ""Many a ---- word is spoken in jest""?",TRUE,
Misc,General,Hard,The French underground is called what?,Metro,
Misc,General,Hard,In which musical would you hear 'Consider Yourself'?,Oliver,
Misc,General,Hard,This tree's berries are used to flavour gin?,Juniper,
Misc,General,Hard,Advertising Slogan - What product is - 'It's a bit of an animal'?,Pepperami,
Misc,General,Medium,On a cluedo board how many rooms are there?,9#6#8#10,
Misc,General,Hard,Advertising Slogan - 'The future's bright'?,Orange,
Misc,General,Hard,The UK supermarket chain ASDA is owned by which american retail giant?,Walmart,
Misc,General,Hard,This gemstone is used to symbolize fourty years of marriage?,Ruby,
Misc,General,Hard,Which is the largest key on a standard keyboard?,Space Bar,
Misc,General,Hard,Rhinitis affects which part of the body?,Nose,
Misc,General,Hard,The larvae of flies are called what?,Maggots,
Misc,General,Hard,What was it that frightened Miss Muffet away?,spider,
Misc,General,Hard,The Aorta is in which organ in the body?,Heart,
Misc,General,Hard,This muscle is the only one not attached at both ends?,The Tongue,
Misc,General,Hard,Puff The Magic Dragon lived in which land?,Honalee,
Misc,General,Hard,What did it say on the bottle Alice drank from when she shrank?,Drink Me,
Misc,General,Hard,When the Amazon Lily opens What colour is the flower?,White,
Misc,General,Hard,The Scapula is in which part of the body?,Shoulder blade,
Misc,General,Hard,"What ""D"" do Americans call a pack of playing cards?",Deck,
Misc,General,Hard,What is a bad Dream?,Nightmare,
Misc,General,Hard,What is to hurt someone's feelings?,Offend,
Misc,General,Hard,"What is an explosive sound, fizzy drink and type of song?",Pop,
Misc,General,Hard,What is a musical trill and a curly potato snack?,Quaver,
Misc,General,Hard,What is a man's name and means yes?,Roger,
Misc,General,Hard,What is the crazy habit of inhaling noxious fumes?,Smoking,
Misc,General,Hard,What is the London Underground?,Tube,
Misc,General,Hard,What is your father's brother?,Uncle,
Misc,General,Hard,"What is a magazine, temporary fashion, and sung by Madonna?",Vogue,
Misc,General,Hard,What is to blink deliberately?,Wink,
Misc,General,Hard,What 'Y' usually has 365 but sometimes 366?,Year,
Misc,General,Hard,What 'Z' is far-out humour?,Zany,
Misc,General,Hard,What is a Rastafarian hair style?,Dreadlocks,
Misc,General,Hard,What substance is used to make soil more productive and help plants grow?,Fertilizer,
Misc,General,Hard,What is to breathe in?,Inhale,
Misc,General,Hard,What comes before jet ˘ and after mumbo?,Jumbo,
Misc,General,Hard,"Which are organs, which have the production of urine as their primary function?",Kidney,
Misc,General,Hard,What is white-skinned and pink-eyed?,Albino,
Misc,General,Hard,What is a gambling game played on numbered cards?,Bingo,
Misc,General,Hard,This chemical element has the shortest name (3 letters)?,Tin,
Misc,General,Hard,An acrophobic fears what?,Heights,
Misc,General,Medium,The Mona Lisa was painted by whom?,Leonardo Da Vinci,
Misc,General,Hard,The Noddy Stories was written by whom?,Enid Blyton,
Misc,General,Hard,The Playboy Magazine was founded by whom?,Hugh Hefner,
Misc,General,Hard,Ashton Kutcher's famous older wife is whom?,Demi Moore,
Misc,General,Medium,"This ""F"" is preserved from prehistoric times?",Fossil,
Misc,General,Hard,The name of the RAF's aerobatics team is?,Red Arrows,
Misc,General,Medium,What is a Jacaranda a type of?,Tree,
Misc,General,Hard,Which part of the human body does Gingivitus affect?,Gums,
Misc,General,Easy,A rubiks cube has how many colored squares?,54#9#6#72,
Misc,General,Hard,The gingerbread man should not have jumped onto whose back?,sly fox,
Misc,General,Hard,Which sign of the Zodiac is represented by a crab?,Cancer,
Misc,General,Easy,On Leonardo Da Vinci's painting 'The Last Supper'how many people are depicted?,13#11#9#17,
Misc,General,Easy,This part of the human anatomy shares its name with a punctuation mark?,Colon,
Misc,General,Easy,What does the 'E stand for in Email?,Electronic,
Movies,General,Hard,"What member of the Monkees, a holdout for nearly three decades, rejoined the other geezers for a 1996 album?",Mike Nesmith,
Movies,General,Hard,"What Francis Ford Coppola movie sees Marlon Brando blather ""Horror has a face, and you must make a friend of horror""?",Apocalypse Now,
Movies,General,Hard,What David Lynch movie did a few filmgoers attend expecting to see Bobby Vinton's life story?,Blue Velvet,
Movies,General,Hard,"What rap star got his name from the observation ""Ladies Love Cool James""?",L.L. Cool J,
Movies,General,Hard,What Mayberry resident once hijacked a bull when he'd had too much to drink?,Otis Campbell,
Movies,General,Hard,Whose guitar version of The Star-Spangled Banner was featured in a 1996 Aiwa TV ad?,Jimi Hendrix,
Movies,General,Hard,Who was the first feline featured in Lifestyles of the Rich and Famous?,Morris the Cat,
Movies,General,Hard,"What 1961 movie has Audrey Hepburn note ""Personally, I think it's a bit tacky to wear diamonds before I'm 40""?",Breakfast at Tiffany's,
Movies,General,Hard,What Sinatra signature tune became Elvis Presley's best-selling posthumous hit?,My Way,
Movies,General,Hard,"Who played Sid Vicious, Lee Harvey Oswald, Count Dracula and Beethoven in movies?",Gary Oldman,
Movies,General,Hard,"What video, the first to cost over $150,000, helped Michael Jackson's Thriller soar?",Beat It,
Movies,General,Hard,Who is the most voluptuous female in Toontown?,Jessica Rabbit,
Movies,General,Hard,What was the first Arnold Schwarzenegger movie to win four Academy Awards?,Terminator 2,
Movies,General,Hard,"What actor did author Anne Rice first denounce, then praise in the role of her beloved Lestat?",Tom Cruise,
Movies,General,Hard,"Who sang ""Things Go Better With Coke"" in 1969 before switching to Pepsi in the 1980's?",Ray Charles,
Movies,General,Hard,"What movie earned Tom Hanks his third straight Oscar nomination, in 1996?",Apollo 13,
Movies,General,Hard,What Marx Brother's name spelled backwards is the name of a daytime talk show host?,Harpo,
Movies,General,Hard,"What Stephen Foster tune encourages racing enthusiasts to ""bet on de bay""?",Camptown Races,
Movies,General,Hard,"What James Hilton effort became the first Pocket Book, in 1939?",Lost Horizon,
Movies,General,Hard,"What martial artist warbles the theme song for Walker, Texas Ranger?",Chuck Norris,
Movies,General,Hard,"Who was the voice behind Woody, the cowboy doll in Toy Story?",Tom Hanks,
Movies,General,Hard,What jazz musician got his aristocratic nickname in high school for his neat attire and fastidious manners?,Duke Ellington,
Movies,General,Hard,"What talk show hostess gave her guests the fewest opportunities to speak, according to a 1996 MSU survey?",Oprah Winfrey,
Movies,General,Hard,"Where do ""bluebirds fly"", according to a song from the Wizard of Oz?",Somewhere over the rainbow,
Movies,General,Hard,"What enduring daytime soap featured Kevin Kline, Don Knotts and Susan Sarandon?",Search for Tomorrow,
Movies,General,Hard,What book did E.B. White base on personal experiences at his farm in Maine?,Charlotte's Web,
Movies,General,Hard,"What three words preceded ""Land that I love"" in a 1938 Irving Berlin tune?",God Bless America,
Movies,General,Hard,"What Oliver Stone movie did the Washington Post dub ""Dallas in Wonderland""?",JFK,
Movies,General,Hard,"What infomercial diet guru penned the monster bestseller ""Never Say Diet""?",Richard Simmons,
Movies,General,Hard,Who was the first solo female host of the Academy Awards Ceremony?,Whoopi Goldberg,
Movies,General,Hard,"What happy homemaker chirps on TV ""It's a good thing""?",Martha Stewart,
Movies,General,Hard,"Who died last - Desi Arnaz, Lucille Ball, William Frawley or Vivian Vance?",Lucille Ball,
Movies,General,Hard,What Briton had two of the three number one singles issued posthumously in the U.S.?,John Lennon,
Movies,General,Hard,"Who saw his Mazurkas described by a Berlin critic in 1833 as ""repugnant"" and ""tortuous""?",Fredric Chopin,
Movies,General,Hard,What role in The Godfather did Robert De Niro test for?,Sonny Corleone,
Movies,General,Hard,What's the first word of the most pop song titles?,I#Me#You#Love,
Movies,General,Hard,What 1995 movie's lead character tells the motel clerk he's there to drink himself to death?,Leaving Las Vegas,
Movies,General,Hard,"What 1989 movie has Dan Aykroyd note ""Cars don't misbehave""?",Driving Miss Daisy,
Movies,General,Hard,"What critter is the ""Iggy"" short for in Iggy Pop?",The iguana,
Movies,General,Hard,What director earned a Bronze Star and a Purple Heart during his tour of duty in Vietnam?,Oliver Stone,
Movies,General,Hard,"What theme is central to the movies The Lost Weekend, The Morning After and My Name Is Bill W.?",Alcoholism,
Movies,General,Hard,What NBC sitcom once saw two if its neurotics try to pitch NBC on a sitcom about nothing?,Seinfeld,
Movies,General,Hard,Who's the adopted son of Vito Corleone?,Tom Hagen,
Movies,General,Hard,Who's the TV FBI agent with a penchant for the paranormal?,Fox Mulder,
Movies,General,Hard,"What movie sees Danny Devito tell Michelle Pfeiffer ""You lousy minx, I ought to have you spayed""?",Batman Returns,
Movies,General,Hard,What Saturday Night Live cast member left in 1994 after being in a record 153 shows?,Phil Hartman,
Movies,General,Hard,"What 1982 movie had critic Janet Maslin carp ""The Oscar seemed to have been mistaken for the Nobel Peace Prize""?",Gandhi,
Movies,General,Hard,"What crooner's new line of neckwear did David Letterman suggest be named ""Alleged Mob Ties""?",Frank Sinatra,
Movies,General,Hard,"What song-writing duo's hits made it to Broadway i the show ""Smokey Joe's Cafe""?",Leiber and Stoller,
Movies,General,Hard,Who's known in Colorado Springs as Dr. Mike?,Dr. Michaela Quinn,
Movies,General,Hard,What movie pairs Tom Hanks and Antonio Banderas as lovers?,Philadelphia,
Movies,General,Hard,Who'd begun work on a 10th symphony when he died during a thunderstorm in 1827?,Ludwig van Beethoven,
Movies,General,Hard,What famed 1936 war novel mentions the Tarleton twins in its first line?,Gone With the Wind,
Movies,General,Hard,Who was the first living person to become a member of the Country Music Hall of Fame?,Roy Acuff,
Movies,General,Hard,What song was heard 250 different ways in a 1994 Ken Burns documentary?,Take Me Out to the Ballgame,
Movies,General,Hard,What zip code was mentioned 301 times in the first five years of Entertainment Weekly?,90210,
Movies,General,Hard,What jazz style did Charlie Parker and Dizzy Gillespie help invent?,Bebop,
Movies,General,Hard,"What was late SCTV star sighed ""I'm the one who has to look in the mirror, and after a while it begins to eat at you?",John Candy,
Movies,General,Hard,"What singer did Michael Bolton neglect to thank while accepting a Grammy for ""When a Man Loves a Woman""?",Percy Sledge,
Movies,General,Hard,"What hipster said in 1948 ""We're a beat generation""?",Jack Kerouac,
Movies,General,Hard,"What veteran British rock star explained ""I smash guitars because I like them""?",Pete Townsend,
Movies,General,Hard,"What 1975 blockbuster sees Roy Scheider utter ""We need a bigger boat""?",Jaws,
Movies,General,Hard,"What screen character has played opposite Maud Adams, Claudine Anger, Kim Basinger, Britt Eklund and Ursula Andress?",James Bond,
Movies,General,Hard,What Adam Sandler comedy featured Bob Barker's screen debut?,Happy Gilmore,
Movies,General,Hard,"Whose earnings increased from $150,000 for Pulp Fiction to $3.5 million for Get Shorty to $7 million for Broken Arrow?",John Travolta,
Movies,General,Hard,What statuesque actress earned a living by standing still in department store windows prior to her film debut in Tootsie?,Geena Davis,
Movies,General,Hard,What movie's first victim was played by a skinny-dipping actress named Susan Backlinie?,Jaws,
Movies,General,Hard,Who was the first female to direct a movie that raked in over $100 million?,Penny Marshall,
Movies,General,Hard,"What movie has Bob Hoskins seething ""A toon killed my brother""?",Who Framed Roger Rabbit?,
Movies,General,Hard,What movie gave Julie Andrews the chance to portray a man?,Victor/Victoria,
Movies,General,Hard,"What 1996 movie was hyped with the line ""It Will Blow Audiences Right Out of the Theater""?",Twister,
Movies,General,Hard,"What movie did Mel Brooks say he wishes he'd never made, as he then became overly concerned with filling theater seats?",Blazing Saddles,
Movies,General,Hard,What Pulp Fiction star once served as Bill Cosby's stand-in on The Cosby Show?,Samuel L. Jackson,
Movies,General,Hard,What one city must a movie play in to be eligible for an Oscar?,Los Angeles,
Movies,General,Hard,What model appeared topless on the self-penned 1993 novel Pirate?,Fabio,
Movies,General,Hard,"What movie has Anjelica Huston coo to Raul Julia ""You frightened me. Do it again""?",The Addams Family,
Movies,General,Hard,"Who shared a room and bed with Eli Wallach while filming The Good, the Bad and the Ugly?",Clint Eastwood,
Movies,General,Hard,"What two-word term does The Cynic's Dictionary call ""A movie seen about 50 times by about that many people""?",Cult film,
Movies,General,Hard,What 1995 blockbuster movie was created by the computer animation company Pixar?,Toy Story,
Movies,General,Hard,"What did the shortstop become in Abbott and Costello's ""Who's On First"" routine when censors objected to ""I don't give a damn""?",I don't care,
Movies,General,Hard,What movie theme was Barbra Streisand's first chart-topping single?,They Way We Were,
Movies,General,Hard,"What actor sighed ""If I had known Michael was going to be so successful, I would have been much nicer to him when he was young""?",Kirk Douglas,
Movies,General,Hard,What title role in a 1995 Oscar-winning movie was played by more than 40 cast members?,Babe,
Movies,General,Hard,What Caddyshack star spent two years as an assistant greens supervisor?,Bill Murray,
Movies,General,Hard,What Oscar-winning actress made her final appearance in the movie Nobody's Fool?,Jessica Tandy,
Movies,General,Hard,Who had a thick-gummed best friend named Bubba Blue?,Forrest Gump,
Movies,General,Hard,How many hubcaps does Steve McQueen's car lose in the famed chase scene from Bullitt?,6#4#10#21,
Movies,General,Hard,What Beatles movie was untitled until John remembered a line Ringo uttered after an all night recording sessions?,A Hard Day's Night,
Movies,General,Hard,"What Michael Cimino box office bomb did one critic describe as ""Gone With the Wind -- without the wind""?",Heaven's Gate,
Movies,General,Hard,"What movie's signature line was ""I'll be back""?",The Terminatior,
Movies,General,Hard,"Who got an Oscar for incessantly exclaiming ""Hoo-ah""?",Al Pacino,
Movies,General,Hard,"What comic twosome split in 1956, ten years after teaming up in Atlantic City?",Dean Martin and Jerry Lewis,
Movies,General,Hard,What Jerry Lewis movie was a twisted take on the Jekyll and Hyde story?,The Nutty Professor,
Movies,General,Hard,What's the first word uttered in Citizen Kane?,Rosebud,
Movies,General,Hard,"Who has starred in movies by Francis Ford Coppola, Brian De Palma, Sergio Leone and Martin Scorsese?",Robert De Niro,
Movies,General,Hard,What brand of underwear does Marty McFly wear in Back to the Future?,Calvin Klien,
Movies,General,Hard,What movie pairs Tom Hanks and Antonio Banderas as lovers?,Philadelphia,
Movies,General,Hard,"How many Grammy nominations were totaled by the classic LPs Tommy, Layla, What's Goin' On and Blonde on Blonde?",0#4#10#20,
Movies,General,Hard,What three-word line is indispensable to Cary Grant impersonators?,"Judy, Judy, Judy",
Movies,General,Hard,"What screen character learned to say ""la-dee-dah"" growing up in Chippewa Falls, Wisconsin?",Annie Hall,
Movies,General,Hard,"What 1970 movie has Ali MacGraw emote ""I want you to be a merry widower""?",Love Story,
Movies,General,Hard,What screen character did Peter Sellers begin playing after Peter Ustinov declined the job?,Inspector Clouseau,
Movies,General,Hard,"What actress scored a record 12 Oscar nominations, winning first for the year 1933 and last for 1981?",Katharine Hepburn,
Movies,General,Hard,"What George Lucas film, made for $750,000 is considered the most profitable movie in Hollywood history?",American Graffiti,
Movies,General,Hard,"What movie sees Mike Myers claim ""Led Zeppelin didn't write songs everyone liked. They left that to the Bee Gees""?",Wayne's World,
Movies,General,Hard,"What movie has Jack Nicholson yell at Tom Cruise ""You can't handle the truth""?",A Few Good Men,
Movies,General,Hard,What director earned a bronze Star and a purple Heart during his tour of duty in Vietnam?,Oliver Stone,
Movies,General,Hard,"What jungle hero said ""I want you. I am yours. You are mine""?",Tarzan,
Movies,General,Hard,"Who was the first to take home a Best Actor Oscar for a musical, in 1943?",James Cagney,
Movies,General,Hard,"Who wrote the line ""I'll make him an offer he can't refuse""?",Mario Puzo,
Movies,General,Hard,What Spike Lee movie was marketed with baseball caps bearing just one letter?,Malcom X,
Movies,General,Hard,Who did Burt Reynolds develop a hankerin' for on the set of Smokey and the Bandit?,Sally Field,
Movies,General,Hard,"What movie has Anthony Perkins explain ""Understand, I don't hate her. I hate what she's become. I hate her illness""?",Psycho,
Movies,General,Hard,"What Clint Eastwood screen role was originally offered to John Wayne, Frank Sinatra and Paul Newman?",Dirty Harry,
Movies,General,Hard,"What ladies' man was the first person since Orson Welles to be up for four Oscars in a single year, in 1982?",Warren Beatty,
Movies,General,Hard,What was the first Arnold Schwarzenegger movie to win four Academy Awards?,Terminator 2,
Movies,General,Hard,"What movie earned Tom Hanks his third straight Oscar nomination, in 1996?",Apollo 13,
Movies,General,Hard,What screen character is the world's fastest ice sculptor and topiary artist?,Edward Scissorhands,
Movies,General,Hard,"What movie sees Tom Hanks utter ""All my life I've been waiting for someone, and when I find her she's a fish""?",Splash,
Movies,General,Hard,What movie sees Elvis Presley sent to the slammer for manslaughter?,Jailhouse Rock,
Movies,General,Hard,What was the 1993 sequel to the 1979 thriller When a Stranger Calls?,When a Stranger Calls Back,
Movies,General,Hard,"What 1994 movie hit featured cameos by JFK, LBJ and George Wallace?",Forrest Gump,
Movies,General,Hard,"Whose will left $10,000 for care and upkeep of the dummy Charlie McCarthy?",Edgar Bergen,
Movies,General,Hard,"What Michael Douglas movie was hyped ""A brutal murder. A brilliant killer. A cop who couldn't resist the danger""?",Basic Instinct,
Movies,General,Hard,"What Sylvester Stallone movie was hyped ""His whole life was a million-to-one shot""?",Rocky,
Movies,General,Hard,What sci-fi thriller set attendance records during the Fourth of July weekend in 1996?,Independence Day,
Movies,General,Hard,"Who played Sid Vicious, Lee Harvey Oswald, Count Dracula and Beethoven in movies?",Gary Oldman,
Movies,General,Hard,What nickname did Spencer Tracy give to Humphrey Bogart?,Bogie,
Movies,General,Hard,"Who's been praised for doing everything Fred Astaire did ""backward and in high heel""?",Ginger Rogers,
Movies,General,Hard,"What movie classic has James Stewart sigh ""I suppose it'd been better if I'd never been born at all""?",It's a Wonderful Life,
Movies,General,Hard,"What movie made the word ""babelicious"" famous?",Wayne's World,
Movies,General,Hard,What blond sex symbol of the 1990s claims to have an IQ of 154?,Sharon Stone,
Movies,General,Hard,"What 1991 Disney animated feature was hyped as ""the most beautiful love story ever told""?",Beauty and the Beast,
Movies,General,Hard,What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,Dangerous Minds,
Movies,General,Hard,"Who was it that said ""Too much of a good thing is wonderful""?",Mae West,
Movies,General,Hard,Houdini was played by who in the 1953 movie about the famous magician?,Tony Curtis,
Movies,General,Hard,The wartime documentaries December 7th and The Battle of Midway were directed by what famous American Director?,John Ford,
Movies,General,Hard,"The 2006 movie ""World Trade Center"" was directed by whom?",Oliver Stone,
Movies,General,Hard,"In the movie Cloverfield, what city gets trashed?",New York,
Movies,General,Hard,"Sylvester the cartoon cat is always trying to catch a little yellow canary, what is its name?",Tweetie Pie,
Movies,General,Hard,What actor rides the bucking bull named sunshine in Sam Peckinpah's Junior Bonner?,Steve McQueen,
Movies,General,Hard,What black actor played the part of Nelson Mandela in The Long Walk to Freedom?,Morgan Freeman,
Movies,General,Hard,How is Jane Fonda related to Bridget Fonda?,Aunt,
Movies,General,Hard,What character did Leonardo DiCaprio play in the movie Titanic?,Jack Dawson,
Movies,General,Hard,The Jets and the Sharks are in what Oscar-winning movie?,West Side Story,
Movies,General,Hard,Elvis Presley played a Red Indian in what movie?,Stay Away Joe,
Movies,General,Hard,Who played the Queen Mother in the 2006 movie The Queen?,Sylvia Sims,
Movies,General,Hard,What was used for riot control in the movie Soylent Green?,The Scoups,
Movies,General,Hard,"Who played Julie's best freind in the film ""I Still Know What You Did Last Summer""?",Brandy,
Movies,General,Hard,What is the name of Gary Cooper's character in Mr. Deeds Goes to Town?,Longfellow,
Movies,General,Hard,Who did Steve Martin marry in 1986 and divorce in 1994?,Victoria Tennant,
Movies,General,Hard,"Who was it who said in a movie ""a spoonful of sugar helps the medicine go down""?",Mary Poppins,
Movies,General,Hard,"Which movie actor was dubbed the ""Muscles from Brussels""?",Jean Claude Van Dam,
Movies,General,Hard,"In the movie Moby Dick, what is the name of Gregory Peck's ship?",The Pequod,
Movies,General,Hard,Who is always trying to catch the cartoon character The Road Runner?,Wile E. Coyote,
Movies,General,Hard,"In the movie The Green Mile, what was the name of the prison mouse?",Mr. Jingles,
Movies,General,Hard,What kind of bird is the cartoon character Tweetie Pie?,A Canary,
Movies,General,Hard,"What have actors and actresses George Lucas, Marlon Brando, Hedy Lamarr, and Jamie Lee Curtis all done?",Patented Inventions,
Movies,General,Hard,"In the movie Troy, what character was Brad Pitt play?",Achilles,
Movies,General,Hard,What is the name of the town that the Flintstones live in?,Bedrock,
Movies,General,Hard,What rock star played the preacher in the film Tommy?,Eric Clapton,
Movies,General,Hard,Where does Miss Teschmacher's mother live in the movie Superman?,Hackensack,
Movies,General,Hard,What color did Daniel have to paint Miagi's house as part of his training in the movie The Karate Kid?,Green,
Movies,General,Hard,Actress Maya Rudolph is the daughter of which famous pop singer?,Minnie Riperton,
Movies,General,Hard,After the death of Humphrey who married Jason?,Lauren Bacall,
Movies,General,Hard,"Which actor has portrayed a villain in the films Patriot Games, Goldeneye, National Treasure, and Don't Say A Word?",Sean Bean,
Movies,General,Hard,"In what movie did Robert Vaughan, Richard Chamberlain and Robert Wagner all die?",The Towering Inferno,
Movies,General,Hard,"What was the name of the actress who starred in the original version of the movie ""King Kong"" in 1933?",Fay Wray,
Movies,General,Hard,"In Speed, when the bus slowed to what speed would it blow up?",50 mph,
Movies,General,Hard,What kills Alex Guinness at the end of The Ladykillers?,A railway signal,
Movies,General,Hard,"In the movie "" The Holiday"", what does Cameron Diaz do for a living?",Makes movie trailers,
Movies,General,Hard,"What part have Jeremy Irons, Lindsay Lohan and Bette Davis all played?",Twins,
Movies,General,Hard,"In Star Trek, what color is Mr. Spock's blood?",Green,
Movies,General,Hard,"What actor yells the line ""Made it Ma! Top of the world!"" in the movie White Heat?",James Cagney,
Movies,General,Hard,In what movie does actor Robert De Niro play a character called Travis Bickle?,Taxi Driver,
Movies,General,Hard,"In the 1986 movie Absolute Beginners, what role did David Bowie play?",Vendice Partners,
Movies,General,Hard,Who is Cameron going to marry in Ferris Buellers Day Off?,The first girl he lays,
Movies,General,Hard,What was Bluto's grade point average in the film Animal House?,0#1#2#3,
Movies,General,Hard,What was the second movie that Olivia Newton John and John Travolta starred in together?,Two of a Kind,
Movies,General,Hard,What is the name of Owen Wilson's brother the movie star?,Luke Wilson,
Movies,General,Hard,What was the name of the character that Michael Caine played in the movie Ipcress File?,Harry Palmer,
Movies,General,Hard,What novel was the basis for the violent 1971 movie Straw Dogs?,The Siege of Trencher's Farm,
Movies,General,Hard,"Who won an Oscar for her role in the film ""Cold Mountain""?",Renee Zellweger,
Movies,General,Hard,In the Adventures of Robin Hood which absent king does Errol Flynn fight for?,Richard I,
Movies,General,Hard,"What movie comedy, a western, features the song, ""The Ballad of Rock Ridge?",Blazing Saddles,
Movies,General,Hard,"In the film Caddyshack, what was the name of Judge Smales grandson?",Spaulding,
Movies,General,Hard,"In Grease, what was Rizzo's real name?",Betty,
Movies,General,Hard,"In Charlotte's Web, what type of creature is Templeton?",A Rat,
Movies,General,Hard,What is Travis Bickle's occupation as played by Robert De Niro?,Taxi driver,
Movies,General,Hard,What kind of animal is Hedwig who belongs to Harry Potter?,An Owl,
Movies,General,Hard,In Charlie and the Chocolate Factory what are Johnny Depp's little helpers called?,Oompa Loompas,
Movies,General,Hard,What James Bond flick had a Rolls Royce with the license number AU1?,Goldfinger,
Movies,General,Hard,What is the last name of everybody in the entire town of Rock Ridge in the movie Blazing Saddles?,Johnson,
Movies,General,Hard,"Which duo Star In A Movie Entitled ""Alien Autopsy""?",Ant and Dec,
Movies,General,Hard,Which character played the drums in the Muppets?,Animal,
Movies,General,Hard,What animal is Max in The Grinch who stole Christmas?,Dog,
Movies,General,Hard,"Which 1999 movie starring Bruce Willis had the line ""I see dead people""?",The Sixth Sense,
Movies,General,Hard,In legend what was the name of King Arthur's sword?,Excalibur,
Movies,General,Hard,The voice for Sheriff Woody in 'Toy Story' was who?,Tom Hanks,
Movies,General,Hard,She won an Oscar in the lead role in 'Erin Brokovich' the movie?,Julia Roberts,
Movies,General,Hard,These two brothers played the title roles in the 1990 movie 'The Krays'?,Gary & Martin Kemp,
Movies,General,Hard,Line from which movie - 'Just when you thought it was safe to go back in the water'?,Jaws 2,
Movies,General,Hard,What was the name for Tom Hanks volleyball companion in the movie 'Cast Away'?,Wilson,
Movies,General,Hard,This gangster was nicknamed 'Scarface'?,Al Capone,
Movies,General,Hard,In which film did Bill Murray drive an ectomobile?,Ghostbusters,
Movies,General,Hard,In which movie did Sharon Stone famously uncross her legs?,Basic Instinct,
Movies,General,Hard,In this 1990's movie you would associate the song 'Unchained Melody'?,Ghost,
Movies,General,Hard,In 'Shrek' who played the voice of Donkey!?,Eddie Murphy,
Movies,General,Hard,The murder weapon in the movie Basic Instinct was what?,Ice pick,
Movies,General,Hard,Name that movie quote - 'In space no'one can hear you scream'?,Alien,
Movies,General,Hard,Name that movie quote - 'It's been 84 years and I can still smell the fresh paint'?,Titanic,
Movies,General,Hard,In 'The Adams Family' what was the name of the hand?,Thing,
Movies,General,Hard,The first Bond girl was who?,Ursula Andress,
Movies,General,Hard,Who was the director of Psycho?,Hitchcock,
Movies,General,Hard,"Which film quoted ""Just when you thought it was safe to go back in the water...""",Jaws,
Movies,General,Hard,Patrick Swayze played Johnny Castle in this movie?,Dirty Dancing,
Movies,General,Hard,Roald Dahl's Chocolate Factory was owned by whom?,Willy Wonka,
Movies,General,Hard,"What Character said ""I'll be back""",The Terminator,
Movies,General,Hard,What does 'Rizzo tell 'Kenickie she isn't at the end of the movie Grease?,Pregnant,
Music,General,Hard,"Name the artist - ""Someday you may find me, caught beneath a landslide, in a champagne supernova""",Oasis,
Music,General,Hard,"Name the artist - ""And who do you think you are? Runnin' 'round leaving scars""",Christina Perri,
Music,General,Hard,"Name the artist - ""We just wanna make the world dance, Forget about the price tag""",Jessie J,
Music,General,Hard,"Name the artist - ""I want your love, and all your love is revenge, You and me could write a bad romance""",Lady Gaga,
Music,General,Hard,"Name the artist - ""Today I don't feel like doing anything, I just wanna lay in my bed""",Bruno Mars,
Music,General,Hard,"Name the artist - ""We just now got the feeling that we're meeting, For the first time""",The Script,
Music,General,Hard,"Name the artist - ""You're the pretender, What if I say that I'll never surrender?""",Foo Fighters,
Music,General,Hard,"Name the artist - ""The innocent can never last, Wake me up when September ends""",Green Day,
Music,General,Hard,"Name the artist - ""Ahhhh Girl look at that body, I work out, I'm sexy and I know it""",LMFAO,
Music,General,Hard,"Name the artist - ""My breath smells of a thousand fags""",Robbie Williams,
Music,General,Hard,"Name the artist - ""No, there's nothing that I wouldn't do, To make you feel my love""",Adele,
Music,General,Hard,"Name the artist - ""Make me move like a freak, Mr. Saxobeat""",Alexandra Stan,
Music,General,Hard,Name the artist - That don't impress me much' a hit in 1999?,Shania Twain,
Music,General,Hard,"Name the movie - ""When you wish upon a star""",Pinocchio,
Music,General,Hard,"Name the movie - ""Staying Alive""",Saturday Night Fever,
Music,General,Hard,"Name the movie - ""My Heart Will Go On""",Titanic,
Music,General,Hard,"Name the movie - ""Unchained melody""",Ghost,
Music,General,Hard,"Name the movie - "".......... What A Feeling""",Flashdance,
Music,General,Hard,"Name the movie - ""Streets Of Philadelphia""",Philadelphia,
Music,General,Hard,"Name the movie - ""Summer Nights""",Grease,
